Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
GlobalReach Technology,https://www.crunchbase.com/organization/global-reach-technology-ltd,"Global Reach is a software innovator and the leading provider of carrier-grade, cloud private and public WiFi software for carriers and businesses. With a background in building managing and wholesaling networks on behalf of ISPs, MNOs and large enterprises, Global Reach has developed Odyssys®, a packaged carrier-grade WiFi software that can be tailored to meet the most demanding of specifications. Our team of experts has developed the software that runs the WiFi on the London Underground, in San Francisco and San Jose. Features include: Advanced real-time and location analytics and reporting; Captive portal; Radius AAA security; WiFi Marketing; Content filtering; Data protection; Social logins, Facebook, Google Apps, Linkedin, Twitter using SAML and OAuth; And support for BYOD Our experience and depth of knowledge of all things cloud, analytics and WiFi ensure that our customers can depend on reliable, scalable services that work with all common WiFi hardware.","Brand Marketing, Cloud Infrastructure, Enterprise Software, Internet, Mobile Advertising, Software, Telecommunications, Wireless",http://www.globalreachtech.com,"London, England, United Kingdom","The most complete, scalable Wi-Fi authentication and provisioning platform.","76,369","493,105","414,856.17",27.88%,-18.18%,36,1.8,4.21%,38.29%,-4.32%,"183,692","-26,669",-12.68%,,Active,2012-01-01,year,1,11-50,Nigel Wesley,,,3547186,USD,3547186
VSYS Host,https://www.crunchbase.com/organization/vsys-host,"2009 VSYS.host started as a vendor of DDoS attack mitigation services also known as stop-ddos.net. There were just a few services offering protection against massive DDoS attacks, since it requires a lot of spare bandwidth & software development to filter malicious traffic. Virtual Systems shifted quickly & started offering a full stack of hosting services. Company blended geographic location of Ukraine with developed IT infrastructure & expertise in building advanced IT systems to become a strong web infrastructure provider with clients from all over the world.  Since 2020 diversification of customers' needs lead to offering host services from two geographic locations:  Ukraine & the Netherlands.  DC in Amsterdam, the Netherlands offers better connectivity to the East Coast of the US, Europe & the Middle East, with connection to AMS-IX - the world's largest data interconnection hub. DC in Kyiv, Ukraine features more lenient content regulations & diverse hardware configurations of dedicated servers. Nowadays company offers premium dedicated server hosting with up to 10 Gigabit unlimited bandwidth in both locations. With such a variety of services chances to cover all your hosting need is huge: dedicated servers with unmetered bandwidth in two locations, servers with GPU for high-performance computing, servers for streaming media & IPTV, storage servers up to 100TB of storage. If that is not enough, there are a variety of VPS & shared hosting plans to cover every need of prospects from hosting simple websites to virtual servers matching the performance of bare metal servers. In 2020  popular SAAS solutions developed - streaming service based on Xtream UI Panel with pay as you go billing model. In 2021 company focuses on expanding to serve more varieties of niche markets by establishing Cloud solutions & adding a new location in the US.","Cloud Infrastructure, SaaS, Software, Web Hosting",https://vsys.host,"Kyiv, Kyyiv, Ukraine","Hosting, VPS, Dedicated Servers & Cloud Solutions","358,736","463,542","437,174.67",1%,51.99%,421,2.36,11.26%,31.32%,-43.05%,"184,935","9,192",5.23%,,Active,2009-08-14,day,,11-50,,,,,,
Tivoli,https://www.crunchbase.com/organization/tivoli,"Tivoli is a SaaS-based platform that develops and markets management software and cloud infrastructure services. It offers a management solution that automatically captures, stores, and distributes output from local and remote systems. Tivoli’s services portfolio includes cloud and virtualization management, IT service management, assets and facilities management, endpoint management, and more. It aims to optimize the value of business infrastructures and technology assets by enabling visibility, control, and automation across their business operations. The company was acquired by IBM in 1996 and is now a brand within IBM's Cloud & Smarter Infrastructure division. Since its acquisition, the company has been branded as Tivoli Software.","Cloud Infrastructure, Information Technology, SaaS, Software",https://www.tivoli.dk,"Copenhagen, Hovedstaden, Denmark",Tivoli is a SaaS-based platform that develops and markets management software and cloud infrastructure services.,"243,372","445,186","619,572.83",-66.1%,-67.47%,203,2.62,11.76%,48.78%,-15.47%,"197,271","110,406",127.1%,"European Union (EU), Nordic Countries, Scandinavia",Active,1843-01-01,year,1,501-1000,Georg Carstensen,,,4406758,USD,4406758
PerfOps,https://www.crunchbase.com/organization/perfops,"PerfOps offers a suite of networking products. FlexBalancer is a cloud based load-balancing services that allow for smart internet traffic routing based on performance, uptime, cost and other parameters. Simplifies Multi-CDN, Multi-Cloud and cluster deployments.  PerfOps Analytics offer insight into CDN, DNS and cloud performance and uptime based on billions of benchmarks. And our 300 global servers allow users to run network tests on demand and debug their services from all around the world.","Analytics, Cloud Infrastructure, Developer Tools, IT Infrastructure",https://perfops.net/,"Kraków, Malopolskie, Poland","Distributed infrastructure monitoring, smart traffic load-balancing and routing","91,392","283,666","407,227.33",-48.25%,-40.61%,819,3.35,-86.68%,20%,53.02%,"263,159","104,659",66.03%,European Union (EU),Active,2017-01-01,year,1,1-10,Dmitriy Akulov,,,,,
Publitio,https://www.crunchbase.com/organization/publitio,"Publitio, is Video and Image API, a SaaS that streamlines a website's entire image and video management pipeline. Publitio strives to be the standard for online images and video acquisition, transcoding and distribution. Using Publitio you can easily move all your website’s images and videos to Publitio's cloud infrastructure. Automatically perform smart image or video resizing, cropping, merging, overlay, watermark, rotations and perform format conversions. All this without installing any complex software. Integrate Facebook, Twitter, Google+ and Gravatar profile image extraction in a snap, fetch images or videos from any online resource in any dimension and style to match your website’s graphics requirements, and much more. Simply put, if you have images or video in your web or mobile app, let Publitio manage them for you so you can focus on development and growth of your App. Best time to join us was yesterday, next best time is now.","Cloud Infrastructure, Cloud Management, Developer APIs, Developer Platform, Image Recognition, SaaS, Software, Video, Video Advertising",https://publit.io,"Zrenjanin, Vojvodina, Serbia",Video & Image API built for developers,"87,336","256,977","311,781.17",-19.99%,246.64%,825,1.93,42.52%,64.2%,-18.1%,"289,338","50,193",20.99%,,Active,2017-06-01,day,1,1-10,Nemanja DIvjak,,,,,
Internxt,https://www.crunchbase.com/organization/internxt,"Internxt Drive is an open-source, zero-knowledge, encrypted cloud storage service based on absolute privacy and security. Internxt cloud uses blockchain technology so people’s data and files are fully encrypted and secure.  They also have Internxt Photos, which allows users to upload photos and videos to a secure, privacy-friendly cloud space. You can share images and create albums. Also, all the images of your phone can be sync with the app and also it can be used from different devices. They have a desktop app and mobile app and they are compatible with all devices. It is well-designed, easy to use, and available on all devices. You can start with a free plan of 10 GB, and they also have subscription plans. Internxt doesn’t access your personal data or files for ad purposes, instead is designed to give you back control over your files and protect you from data collection and advertising companies. Monthly 10GB Free: Free forever 20GB €0.99/month: €0.99 billed monthly 200GB €4.49/month: €4.49 billed monthly 2TB €9.99/month: €9.99 billed monthly Annually 10GB Free: Free forever 20GB €0.89/month: €10.68 billed annually 200GB €3.49/month: €41.88 billed annually 2TB €8.99/month: €107.88 billed annually All plans include: 30-day money-back guarantee Encrypted file storage and sharing Access your files from any device Get access to all services","Cloud Infrastructure, Cloud Security, Cloud Storage, Data Storage, Information Technology, Internet",https://internxt.com/,"Valencia, Comunidad Valenciana, Spain",World's Most Secure Cloud Storage Service,"14,557","232,403","211,900.17",53.29%,-30.17%,324,1.37,-8.31%,80.41%,7.21%,"309,920","-89,867",-22.48%,European Union (EU),Active,2020-01-01,day,1,11-50,Fran Villalba Segarra,,,,,
Brainboard,https://www.crunchbase.com/organization/brainboard,"Visually build & manage cloud infrastructures. Empower collaboration, enforce security and accelerate automation.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, SaaS, Software",https://www.brainboard.co,"Paris, Ile-de-France, France","Draw.io + Git + Terraform. Visually build & manage cloud infrastructures. Empower collaboration, enforce security and accelerate automation.","19,976","225,772","64,300.67",257.3%,6.3%,"4,708",54.39,18.75%,13.45%,-50.33%,"316,060","-402,985",-56.04%,European Union (EU),Active,2019-10-04,day,2,1-10,"Chafik Belhaoues, Jeremy Albinet",,,,,
StackState,https://www.crunchbase.com/organization/stackstate,"StackState topology-powered observability platform is built the world’s only high-performance versioned graph database that tracks the ever-changing relationships between myriad components in dynamic IT environments. That unique time-series topology data is the foundation of our 4T® Data Model which also layers in telemetry and trace data over time. With this one-of-a-kind information asset at their fingertips, our customers quickly cut through the noise of endless alerts to find, fix, and prevent the underlying causes of performance and stability issues in any environment – container-based, cloud-native, and hybrid. Leading enterprises like Accenture, KPN, Vodafone, Danske Bank, and AXA rely on StackState for their observability needs and to make their AIOps vision real.","Analytics, Application Performance Management, Cloud Infrastructure, Information Technology, Software",https://stackstate.com/,"Hilversum, Noord-Holland, The Netherlands",StackState is the only topology-powered observability & AIOps company.,"19,229","202,433","539,006.83",-75.05%,-23.13%,894,2.21,38.63%,48.09%,-25.48%,"328,421","212,079",182.29%,European Union (EU),Active,2015-01-01,year,2,51-100,"Lodewijk Bogaards, Mark Bakker",,,,,
Revolgy,https://www.crunchbase.com/organization/revolgy,"Revolgy focus on providing next generation cloud services. Revolgy provides services focused on digital transformation, through their cloud infrastructure offerings and online communication tools in the B2B segment.","Cloud Infrastructure, Information Technology",https://revolgy.com/,"Prague, Hlavni mesto Praha, Czech Republic",Revolgy focus on providing next generation cloud services.,"274,381","190,010","40,005.17",681.77%,-5.19%,511,2.84,17.91%,16.57%,-60.71%,"343,106","-898,704",-72.37%,European Union (EU),Active,1996-01-01,year,1,11-50,Bohuslav Dohnal,,,4572500,USD,4572500
Aiven,https://www.crunchbase.com/organization/aiven,"Aiven is a technology-driven company that enables businesses to manage an open-source data infrastructure in the cloud. Headquartered in Helsinki with offices in Berlin, Sydney, Toronto, and Boston, Aiven provides managed open-source data technologies, like PostgreSQL, Kafka, and M3, on all major clouds. It enables its customers to drive business results from open-source that trigger true transformations far beyond their own backyards.","Cloud Data Services, Cloud Infrastructure, Database, Open Source",https://aiven.io,"Helsinki, Southern Finland, Finland",Aiven is a technology-driven company that enables businesses to manage an open-source data infrastructure in the cloud.,"2,884","178,452","125,249.17",76.76%,-11.11%,264,2.12,38.83%,57.76%,-17.47%,"358,000","-137,230",-27.71%,"European Union (EU), Nordic Countries, Scandinavia",Active,2016-01-01,year,4,251-500,"Hannu Valtonen, Heikki Nousiainen, Mika Eloranta, Oskari Saarenmaa",,,12995758,USD,12995758
Trainbit,https://www.crunchbase.com/organization/trainbit,,"Cloud Infrastructure, Cloud Storage, Data Storage",http://trainbit.com,"Epe, Gelderland, The Netherlands",Trainbit provides cloud storage and backup space to store all your files with fast upload and direct download options and free account.,"259,500","168,348","142,639.33",26.07%,-12.04%,285,3.15,-14.85%,12.5%,-39.93%,"386,331","-49,751",-11.41%,European Union (EU),Active,2007-01-01,day,,1-10,,,,,,
Dustin,https://www.crunchbase.com/organization/dustin-1f43,,"Cloud Infrastructure, Information Services, Information Technology",http://www.dustin.dk,"Viby, Sjelland, Denmark",Dustin is an online-based IT-partner that offers products with associated services & solutions to the SME's and private individuals.,"412,334","148,363","115,414.5",13.55%,-80.32%,37,1.13,-19.7%,95.81%,9.57%,"405,935","-11,021",-2.64%,"European Union (EU), Nordic Countries, Scandinavia",Active,1984-01-01,day,,101-250,,,,,,
HyperTalk,https://www.crunchbase.com/organization/hypertalk,,"Cloud Infrastructure, Software, Video Conferencing",https://www.hypertalk.net/,"Cluj-napoca, Cluj, Romania","HyperTalk is a cloud-based infrastructure that provides with video collaboration services for web meeting, webinar and online training.","1,840,659","147,895",,"5,483.05%",200%,6,1.38,-31.25%,62.49%,,"406,899","-3,908,096",-90.57%,European Union (EU),Active,,,,,,,,,,
Furioos,https://www.crunchbase.com/organization/furioos,FURIOOS transforms nearly any device with an internet connection into the 3D workstation of your dreams. It simply outsources any task your device cannot execute: it delivers power and speed in the palm of customers hand.,"3D Technology, Cloud Computing, Cloud Infrastructure",https://www.furioos.com,"Lille, Nord-Pas-de-Calais, France","Furioos is a cloud platform delivering any 3D application anywhere, anytime on any device.","372,933","142,447","51,105.83",263.25%,488.79%,"1,260",2.19,39.16%,44.39%,-38.35%,"432,355","-546,957",-55.85%,European Union (EU),Active,2016-12-15,day,1,1-10,Christophe ROBERT,,,,,
GoReport,https://www.crunchbase.com/organization/goreport,"GoReport provides a range of purpose-built solutions for a variety of survey types across the entire property sector. Surveyors can now carry out surveys and generate reports more efficiently and in much less time. Surveyors can now quickly capture all relevant survey data directly on an iPad using a simple and easy to use combination of standard and custom phrases, automated voice to text and pick lists. GoReport was founded on 2011 and is headquartered in Belfast, United Kingdom.","Cloud Infrastructure, Data Center, Data Storage, Information Services, Mobile, Software",http://www.goreport.com,"Belfast, Belfast, United Kingdom",GoReport provides a range of purpose-built solutions for a variety of survey types across the entire property sector.,"91,926","134,784","307,169.67",228.05%,"19,400%","1,627",1.19,18.52%,92.59%,-7.41%,"448,778","-503,231",-52.86%,,Active,2011-01-01,year,,11-50,,2,,,,
Telphin,https://www.crunchbase.com/organization/telphin,Phone system allows you to connect a number in the code of any city in the world. We offer you a variety of 38 countries.,"Cloud Infrastructure, Communications Infrastructure, Telecommunications",https://www.telphin.ru/,"Saint Petersburg, Saint Petersburg City, Russian Federation",SaaS,"1,014,213","130,620","72,069.83",143.5%,58.38%,"1,134",4.44,17.98%,41.27%,-14.91%,"442,601","-308,533",-41.08%,,Active,2003-11-19,day,,11-50,,,,,,
Ably Realtime,https://www.crunchbase.com/organization/ably,"Ably provides a suite of APIs to build, extend, and deliver powerful digital experiences in realtime for more than 250 million devices across 80 countries each month. Organizations like Bloomberg, HubSpot, Verizon, and Hopin depend on Ably’s platform to offload the growing complexity of business-critical realtime data synchronization at global scale. Our everyday digital experiences are in the midst of a realtime revolution. Whether attending an event in a virtual venue, receiving realtime financial information, or monitoring live car performance data – consumers simply expect realtime digital experiences as standard. As a result, synchronized data in realtime is business critical for many organizations. But building homegrown realtime synchronization capabilities is complex and costly. Ably simplifies this. In the same way that content delivery networks simplify and underpin large parts of the internet, Ably is the invisible platform and infrastructure layer powering the realtime revolution on a global scale. As the de facto platform for developers at organizations of all sizes, Ably is on track to reach one billion devices per month by 2023.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Internet of Things, Messaging, Mobile, Real Time",https://ably.com,"London, England, United Kingdom",Ably is the platform to power synchronized digital experiences in realtime.,"41,460","125,587","146,598",-24.51%,-12.89%,365,1.58,5.36%,80.31%,-2.61%,"454,243","99,788",28.15%,,Active,2016-03-01,day,3,51-100,"Matthew O'Riordan, Matthew O'Riordan, Paddy Byers",,,,,
Axarnet,https://www.crunchbase.com/organization/axarnet,,"Cloud Infrastructure, Information Technology, Web Hosting",https://axarnet.es/,"Torre Del Mar, Andalucia, Spain","Axarnet is an IT company that specializes in cloud infrastructure, web hosting, domain and server protection services.","727,422","123,955","84,077.17",1.25%,-27.93%,289,1.34,-31.91%,81.68%,-1.39%,"474,624","-30,227",-5.99%,European Union (EU),Active,1997-01-01,year,,11-50,,,,,,
Krystal Hosting,https://www.crunchbase.com/organization/krystal-hosting,"UK based web hosting company offering cPanel, PHP & MySQL on Linux hosting plans, reseller packages and dedicated servers.","Cloud Computing, Cloud Infrastructure, Cloud Management, Domain Registrar, Web Hosting",https://krystal.uk/creed,"London, England, United Kingdom",Krystal Hosting Is an UK based web hosting company offering cPanel.,"391,300","112,341","196,306",-56.45%,-22.82%,433,5.1,-8.53%,17.17%,2.57%,"490,337","227,313",86.42%,,Active,2002-09-17,day,1,51-100,Simon Blackler,,,,,
Grafitto Software & Web Development,https://www.crunchbase.com/organization/grafitto-software-web-development,"We are dedicated to the reliability and excellence that have become our hallmarks, and to maintaining our ambition of tackling the world's most demanding technological challenges. We provide systems and software services for safety, mission and business-critical applications. We help to ensure our clients meet the most demanding quality standards for software safety, performance and reliability.","Cloud Infrastructure, Consulting, Mobile Apps, Software, Software Engineering, Web Apps, Web Hosting",https://www.grafitto.es,"Vélez-málaga, Andalucia, Spain","Grafitto is a technology-based company clearly interested in research, development and constant innovation in engineering.","1,829,745","100,368","397,061.5",-61.85%,-79.98%,195,4.84,-19.92%,2.33%,14.22%,"547,287","272,777",99.37%,European Union (EU),Active,2019-06-01,day,1,1-10,David Valverde,,,,,
Logicalis,https://www.crunchbase.com/organization/logicalis,"Logicalis is an IT solutions and managed services provider with a breadth of knowledge and expertise in communications and collaboration; data center and cloud services; and managed services. With its international headquarters in the UK, Logicalis Group employs over 3,800 people worldwide, including highly trained service specialists who design, specify, deploy and manage complex IT infrastructures and data center solutions to meet the needs of almost 6,000 corporate and public sector customers.","Cloud Computing, Cloud Infrastructure, Data Center, Embedded Software, Information Services, Information Technology, Telecommunications, Web Hosting, Wireless",http://www.logicalis.com,"Slough, Buckinghamshire, United Kingdom",Logicalis is a platform that provides IT solutions and managed services.,"112,662","95,728","388,993.33",21.41%,141.94%,825,2.52,33.73%,54.85%,-16.11%,"564,083","-56,675",-9.13%,,Active,1998-01-01,year,,1001-5000,,1,,,,
Detectify,https://www.crunchbase.com/organization/detectify,Detectify offers a SaaS-based tool for security analysis of web applications. Detectify is a service where website owners and developers can enter the domain name of a website and let Detectify analyze its security level by applying a broad range of emulated hacker attacks. Detectify then provides the owner with an easy to understand report that describes the identified vulnerabilities and their potential risk in the hands of malicious hackers.,"Cloud Infrastructure, SaaS, Security, Web Apps",http://www.detectify.com,"Stockholm, Stockholms Lan, Sweden",Detectify offers a SaaS-based tool for security analysis of web applications.,394,"89,319","197,389.83",-55.37%,-17.65%,238,1.83,35%,68.13%,-18.34%,"590,495","259,605",78.46%,"European Union (EU), Nordic Countries, Scandinavia",Active,2012-01-01,year,2,11-50,"Fredrik Nordberg Almroth, Rickard Carlsson",,,,,
NGENIX,https://www.crunchbase.com/organization/ngenix,"By combining innovation with long-term experience, NGENIX improve the technologies of web-security, scalability, performance and storage of digital content, offering companies solutions that meet international standards on cloud services. NGENIX's unique combination of cloud services and distributed infrastructure can solve a wide range of tasks—from basic DDoS Protection and download acceleration to implementing the digital strategy of a TV channel.","Cloud Infrastructure, Cloud Security, Cloud Storage, Content Delivery Network, Information Technology, Telecommunications",http://www.ngenix.net/,"Moscow, Moscow City, Russian Federation","NGENIX, the first cloud service provider in Russia & CIS, helps companies protect and accelerate their online business.","754,988","84,683","436,751.83",-28.48%,155.1%,125,1.2,-0.63%,96.33%,6.67%,"607,755","134,718",28.48%,,Active,2007-01-01,year,1,51-100,Konstantin Chumachenko,,,,,
Pexon Consulting,https://www.crunchbase.com/organization/pexon-consulting,,"Cloud Infrastructure, Database, Information Technology, IT Infrastructure, Software",https://pexon-consulting.de,"Frankfurt, Hessen, Germany","Pexon Consulting specializes in hybrid cloud, software development, database, GCP migration, DevOps, and IT infrastructure services.","236,869","75,875","15,977.5","13,899.08%",53.15%,997,3.5,-41.59%,39.76%,101.43%,"636,969","-6,647,626",-91.26%,European Union (EU),Active,2019-01-01,year,2,101-250,"Paul Niebler, Phillip Duc Duy PHAM",,,,,
Zorgi,https://www.crunchbase.com/organization/zorgi,,"Cloud Infrastructure, Health Care, Information Technology, IT Management, Software",https://www.zorgi.be/over-ons,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","Zorgi provides comprehensive IT solutions such as software, business intelligence and cloud infrastructure solutions to healthcare.","366,918","74,140",,-58.54%,-14.52%,"2,491",10.77,-7.06%,18.19%,-3.71%,"646,927","309,290",91.6%,European Union (EU),Active,2020-01-01,year,,251-500,,,,,,
Demodesk,https://www.crunchbase.com/organization/demodesk,"Demodesk is a virtual meeting platform built for sales and success. We empower every rep to become a top performer – by guiding sellers in real-time, automating non-selling tasks, engaging customers in the meeting and analyzing insights at scale.  Demodesk automatically loads the perfect playbook into every customer meeting – guiding reps with the right slides or web apps to present, talk tracks and battle cards on the spot.  Sales teams can automate non-selling tasks from scheduling, meeting preparation, CRM documentation to follow-up.  Our breakthrough screen-sharing technology makes meetings truly engaging and lets customers interact with the software during the meeting.  AI-based insights help sales leaders understand what's happening in the call, understand what works and coach teams in a world where everyone works from anywhere. Demodesk seamlessly connects with your entire tech stack including G Suite, Microsoft Office, Salesforce, Hubspot, Pipedrive, Gong and many more.  Leading SaaS companies are using Demodesk to cut down ramp time, increase quota attainment, lift sales productivity, and accelerate growth.","Analytics, Cloud Infrastructure, Enterprise Software, Meeting Software, SaaS, Sales, Sales Automation, Software, Video Conferencing",http://demodesk.com,"Munich, Bayern, Germany","Demodesk is a sales tech that assists reps live during the call, provides insights into what’s working & automates all scheduling processes","6,459","69,864","75,782.83",159.13%,-36.3%,272,1.42,-31.89%,79.77%,27.18%,"673,681","-491,361",-42.18%,European Union (EU),Active,2018-01-01,year,2,51-100,"Alex Popp, Veronika Riederle",,,,,
