Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Canon EMEA,https://www.crunchbase.com/organization/canon-emea,"Canon EMEA provides the services in Printing and imaging industry. They bring unparalleled experience and heritage to deliver imaging innovation in all areas of our lives. In this way, they transform the way they work, learn and act in a connected world.","Cloud Management, Hardware, Printing",https://www.canon.es/,"Madrid, Madrid, Spain",Canon EMEA offers printing services.,"1,151,752","858,454","677,663.33",42.32%,-38.36%,405,2.29,6.68%,61.83%,6.86%,"122,938","-30,416",-19.83%,European Union (EU),Active,1936-01-01,year,,10001+,,,,,,
Stardekk,https://www.crunchbase.com/organization/stardekk,"All-in-one software solution for hotels and B&B's. We simplify and automate hotel management and create the perfect guest experience, from the online search to long after check-out. Quick, efficient and user-friendly.","Cloud Management, Hospitality, Hotel, Restaurants, SaaS, Software",http://www.stardekk.com,"Bruges, West-Vlaanderen, Belgium",All-in-one software solution for hotels or B&B's,"268,600","528,220","110,045.83",562.12%,329.92%,"1,135",1.77,31.18%,65.8%,-14.94%,"174,982","-441,172",-71.6%,European Union (EU),Active,2001-03-28,day,1,51-100,Vincent Goemaere,,,,,
Webforum,https://www.crunchbase.com/organization/webforum,"Webforum provides a smart online collaboration service for project and document management. It is secure, scalable, affordable and easy to use. The web service has a unique combination of advanced document management and project planning/reporting.","Cloud Computing, Cloud Management, Information Technology, Software",http://webforum.com/,"Solna, Stockholms Lan, Sweden","Webforum cloud solution facilitates project work, document management and collaboration in various forms.","390,767","509,486","175,313.5","2,461.26%",51.64%,"1,574",4.92,-5.49%,26.06%,-0.04%,"179,555","-1,316,237",-88%,"European Union (EU), Nordic Countries, Scandinavia",Active,1997-01-01,year,,11-50,,,,12700568,USD,12700568
Applicaa,https://www.crunchbase.com/organization/applicaa,"Applicaa is the powerful cloud-based admissions from Nursery to 6th Form. Works with SIMS, Bromcom, and Cloud School. Arbor and iSAMS coming soon. 350+ schools in the UK, USA, and the Middle East.","Charter Schools, Cloud Management, Internet, Software",https://applicaa.com/,"London, England, United Kingdom",Applicaa is the cloud based software for school application experts.,"289,623","416,686","156,828.83",79.59%,-39.76%,856,1.53,6.13%,67.25%,-11.75%,"208,939","-90,384",-30.2%,,Active,2013-01-01,year,,11-50,,,,,,
Kadiska,https://www.crunchbase.com/organization/kadiska,"Digital experience of your employees and customers through modern user performance monitoring and guided optimization of your networks, applications and cloud services.","Cloud Management, Information Technology, SaaS, Software",https://www.kadiska.com,"Rouen, Haute-Normandie, France","Kadiska offers user experience monitoring and guided performance optimization of networks, applications and cloud application services.","220,514","400,960","413,071.5",-14.14%,-54.6%,158,1.06,1.62%,94.44%,-1.75%,"212,422","28,413",15.44%,European Union (EU),Active,2020-01-01,year,1,11-50,Gilles HUGUENIN,,,,,
C-Facts - Cloud Cost Management,https://www.crunchbase.com/organization/c-facts-cloud-cost-management,"C-Facts has the C‑Facts management control center that offers business management needs to govern the Public Cloud Spend. It is not just a tool but a service and gathers daily usage and licensing data and converts into a common data model that enables to offer a single pane of glass. It helps stakeholders to gain insights. It provides an up-to-date overview of your Public Cloud costs during the month. It was founded in 2019 and is based in Hilversum, Utrecht.","Cloud Management, Data Integration, Management Consulting",https://www.c-facts.com/,"Utrecht, Utrecht, The Netherlands",C-Facts has the C‑Facts management control center that offers business management needs to govern the Public Cloud Spend.,"424,177","356,128","63,612.67","19,597.35%",131.12%,"2,020",10.09,96.95%,13.23%,5.84%,"230,793","-4,912,917",-95.51%,European Union (EU),Active,2019-01-01,year,,11-50,,,,,,
Platform.sh,https://www.crunchbase.com/organization/platform-sh,"Platform.sh is an automated, continuous-deployment high-availability cloud hosting solution that helps web applications scale effortlessly and serve the most demanding traffic. Developers can develop, test, deploy, and maintain their applications faster and more consistently thanks to its unique feature of cloning the full production cluster, including all the data, in under a minute. Platform.sh was founded in 2010 and is based in Paris, France.","Cloud Management, Internet, Open Source, PaaS, Software",https://platform.sh,"Paris, Ile-de-France, France","Platform.sh is a cloud hosting platform that helps companies build, run, and scale their websites and apps.","3,555","344,537","251,884.33",2.09%,-9.32%,467,1.96,26.83%,62.33%,-13.09%,"236,323","3,975",1.71%,European Union (EU),Active,2015-01-01,year,3,251-500,"Damien Tournoud, Fred Plais, Ori Pekelman",,,,,
Publitio,https://www.crunchbase.com/organization/publitio,"Publitio, is Video and Image API, a SaaS that streamlines a website's entire image and video management pipeline. Publitio strives to be the standard for online images and video acquisition, transcoding and distribution. Using Publitio you can easily move all your website’s images and videos to Publitio's cloud infrastructure. Automatically perform smart image or video resizing, cropping, merging, overlay, watermark, rotations and perform format conversions. All this without installing any complex software. Integrate Facebook, Twitter, Google+ and Gravatar profile image extraction in a snap, fetch images or videos from any online resource in any dimension and style to match your website’s graphics requirements, and much more. Simply put, if you have images or video in your web or mobile app, let Publitio manage them for you so you can focus on development and growth of your App. Best time to join us was yesterday, next best time is now.","Cloud Infrastructure, Cloud Management, Developer APIs, Developer Platform, Image Recognition, SaaS, Software, Video, Video Advertising",https://publit.io,"Zrenjanin, Vojvodina, Serbia",Video & Image API built for developers,"87,336","256,977","311,781.17",-19.99%,246.64%,825,1.93,42.52%,64.2%,-18.1%,"289,338","50,193",20.99%,,Active,2017-06-01,day,1,1-10,Nemanja DIvjak,,,,,
Simplias,https://www.crunchbase.com/organization/simplias,"Simplias offers mobile solutions app for complex digital time recording and helps to convince the customers with a quick digital offer by easily adding positions, products and materials and move them using drag & drop.","Apps, Cloud Management, Mobile Apps, Productivity Tools, Software",https://www.mfr-deutschland.de/,"Leipzig, Sachsen, Germany",Simplias offers mobile solution for the field service management industry.,"281,889","225,899","40,080.17","9,658.06%",50%,368,1.2,20.37%,80%,-20%,"304,760","-4,236,379",-93.29%,European Union (EU),Active,2011-01-01,year,,11-50,,,,,,
Brainboard,https://www.crunchbase.com/organization/brainboard,"Visually build & manage cloud infrastructures. Empower collaboration, enforce security and accelerate automation.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, SaaS, Software",https://www.brainboard.co,"Paris, Ile-de-France, France","Draw.io + Git + Terraform. Visually build & manage cloud infrastructures. Empower collaboration, enforce security and accelerate automation.","19,976","225,772","64,300.67",257.3%,6.3%,"4,708",54.39,18.75%,13.45%,-50.33%,"316,060","-402,985",-56.04%,European Union (EU),Active,2019-10-04,day,2,1-10,"Chafik Belhaoues, Jeremy Albinet",,,,,
STEL Order,https://www.crunchbase.com/organization/stel-order,"STEL Order is a cloud-based management program that enables entrepreneurs, freelancers and SMEs to manage customers and several components of their business. STEL Order enables companies to manage their customers and suppliers; organize meetings through its agenda; display products and services; manage quotes, orders, delivery notes, and invoices; generate reports; manage purchases and sales; manage bills and payments; and more. It can be accessed via PCs and Android devices by downloading the app. STEL Order was launched by Alberto Abad and Jesus Mora in 2013 and is operated from Murcia, Spain.","Cloud Management, Customer Service, Information Technology",http://www.stelorder.com,"Murcia, Murcia, Spain","STEL Order enables entrepreneurs, freelancers and SMEs to manage customers and several components of their business.","438,710","170,969","113,114.83",113.2%,200.33%,913,1.5,-9.79%,66.76%,-7.78%,"382,299","-231,803",-37.75%,European Union (EU),Active,2013-01-01,year,2,,"Alberto Abad, Jesus Mora",1,364,,,
Future Ordering,https://www.crunchbase.com/organization/future-ordering,"We are providing a digital ordering platform for global restaurant brands. Born in Stockholm, Sweden, Future Ordering has for almost 10 years been working restlessly to create a platform to disrupt the global Food and Beverage industry. We are powering some of the most profitable restaurant chains today, running in 10 countries, with millions of transactions per month.","Catering, Cloud Management, E-Commerce, Restaurants",https://www.futureordering.com/,"Stockholm, Stockholms Lan, Sweden",Future Ordering is a a digital ordering platform for global restaurant brands.,"35,280","161,967","108,242.67",21.93%,-7.04%,555,1.36,-2.36%,73.79%,9.86%,"396,171","-41,458",-9.47%,"European Union (EU), Nordic Countries, Scandinavia",Active,2016-01-01,year,4,11-50,"Anders Lovgren, Andreas Stormvinge, Ola Johansson, Robert Westerlund",,,,,
Basis-Center,https://www.crunchbase.com/organization/basis-center,,"Cloud Management, Consulting, Software",https://www.bazissoft.ru/,"Kolomna, Moskva, Russian Federation",Basis-Center specializes in the development and implementation of software for furniture companies.,"1,614,115","122,407","82,288.67",142.47%,-2.2%,668,2.97,10.02%,47.77%,-2.87%,"462,201","-314,858",-40.52%,,Active,,,,,,,,,,
Clouding,https://www.crunchbase.com/organization/clouding,,"Cloud Computing, Cloud Management, Cloud Storage",https://clouding.io/en/#,"Barcelona, Catalonia, Spain",Clouding provides a wide range of cloud-based infrastructure services for small and medium sized businesses.,"271,258","118,398","318,246.67",-24.86%,-45.62%,540,2.08,-12.57%,66.66%,26.3%,"489,356","100,134",25.73%,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
Airtame,https://www.crunchbase.com/organization/airtame,"Airtame is a small wireless HDMI device that plugs into the HDMI port of any screen or projector. Unlike other wireless HDMI devices, nothing is plugged into your computer or smartphone. Simply download our app and stream your content to the screen from any major computer platform, tablet, or smartphone. When you connect it to a WiFi network, everyone can connect to the Airtame too. We think that’s pretty cool. And when no one is streaming to the TV, you can set the default display to show a website or dashboard for something functional, like sales numbers, or just to show something pretty, like your company logo. But that’s just what it does now. We have a very ambitious plan for a wireless future.","Cloud Management, Hardware, Software, Wireless",http://www.airtame.com,"Copenhagen, Hovedstaden, Denmark",Airtame is the most user-friendly wireless HDMI streaming solution for schools and businesses.,"31,894","113,859","102,428.5",80.73%,-75.69%,106,1.42,-16.02%,76.07%,9.66%,"502,698","-217,710",-30.22%,"European Union (EU), Nordic Countries, Scandinavia",Active,2013-09-01,day,5,51-100,"Attila Sukosd, Brian Kyed, Jonas Gyalokay, Marius Klausen, Peter Ørntoft",,,,,
Krystal Hosting,https://www.crunchbase.com/organization/krystal-hosting,"UK based web hosting company offering cPanel, PHP & MySQL on Linux hosting plans, reseller packages and dedicated servers.","Cloud Computing, Cloud Infrastructure, Cloud Management, Domain Registrar, Web Hosting",https://krystal.uk/creed,"London, England, United Kingdom",Krystal Hosting Is an UK based web hosting company offering cPanel.,"391,300","112,341","196,306",-56.45%,-22.82%,433,5.1,-8.53%,17.17%,2.57%,"490,337","227,313",86.42%,,Active,2002-09-17,day,1,51-100,Simon Blackler,,,,,
Symphony Solutions,https://www.crunchbase.com/organization/symphony-solutions-d778,,"Cloud Management, Information Technology, Software",https://www.symphony-solutions.eu,"Amsterdam, Noord-Holland, The Netherlands","Symphony Solutions offers software development, cloud management, information technology, networking, and cyber security services.","584,381","103,635","77,719.67",232.42%,35.21%,722,3.83,3.41%,30.34%,-27.92%,"517,318","-549,409",-51.5%,European Union (EU),Active,2008-01-01,year,,501-1000,,,,,,
Poweroffice,https://www.crunchbase.com/organization/poweroffice,,"Accounting, Cloud Management, Presentation Software, Software",http://www.poweroffice.no,"Bodø, Nordland, Norway",Poweroffice is a report building software that offers a cloud-based platform to its users within accounting and billing.,"242,603","91,130","51,149.33",225.92%,589.02%,"1,695",1.34,2.98%,74.85%,-6.18%,"582,487","-625,975",-51.8%,"Nordic Countries, Scandinavia",Active,1998-01-01,year,2,11-50,"Paul LaBrash, Trond Eirik Paulsen",4,"8,614",,,
Symplify Conversion AB,https://www.crunchbase.com/organization/symplify-conversion-ab,,"Cloud Computing, Cloud Management, CRM, Information Technology, Software",https://www.symplify.com/,"Nacka, Stockholms Lan, Sweden","Symplify provides cloud solutions for Marketing Automation, CRM & CRO.","362,442","87,185","105,960",-22.94%,-46.07%,755,3.18,-57.81%,65.4%,34.1%,"600,239","112,480",23.06%,"European Union (EU), Nordic Countries, Scandinavia",Active,2010-04-12,day,,1-10,,,,,,
Mintsoft,https://www.crunchbase.com/organization/mintsoft,Mintsoft is a cloud based order and warehouse management platform that’s been built from the ground up for 3PLs and multi channel retailers.,"Cloud Computing, Cloud Management",https://www.mintsoft.co.uk/,"Chelmsford, Essex, United Kingdom",Mintsoft is a cloud based order and warehouse management platform that’s been built from the ground up for 3PLs and multi channel retailers.,"355,089","86,935","1,258,374.83",-52.37%,-2.98%,"1,924",11.7,-13.97%,13.35%,31.4%,"582,910","250,002",75.1%,,Closed,2012-02-16,day,1,1-10,Luke Groves,,,,,
E.S.C.,https://www.crunchbase.com/organization/e-s-c-a7e6,,"Cloud Management, Information and Communications Technology (ICT), Software",http://www.esc.be,"Eke, Oost-Vlaanderen, Belgium",E.S.C. helps optimize ICT business processes with solutions that make organizations and companies achieve their goals.,"490,660","85,869","26,615",202.57%,-13.96%,820,3.18,-24.02%,30.36%,-13.26%,"606,580","-590,591",-49.33%,European Union (EU),Active,1999-01-01,day,,101-250,,,,3659853,USD,3659853
Converge Technology Specialists,https://www.crunchbase.com/organization/converge-technology-specialists,"Converge Technology Specialists  is a specialist provider of hosted and managed IT services through private cloud. It provides mission critical managed cloud services to the UK legal sector including Infrastructure as a Service, Hosting, Business Continuity as well as other managed IT and infrastructure services.","Cloud Computing, Cloud Data Services, Cloud Management, Consulting, Information Technology",http://cts.co.uk,"Daresbury, Halton, United Kingdom",Converge Technology Specialists  is a specialist provider of hosted and managed IT services through private cloud.,"148,632","84,140","110,516.67",91.8%,-45.24%,753,5.85,-36.78%,25%,69.26%,"595,115","-265,252",-30.83%,,Active,2006-01-01,year,1,11-50,Nigel Wright,,,,,
Keliweb,https://www.crunchbase.com/organization/keliweb,,"Cloud Management, Domain Registrar, Web Hosting",https://www.keliweb.it/,"Reggio Calabria, Calabria, Italy","Keliweb provides domain registration, hosting, cloud services, SSL, email and dedicated servers, and SSL services.","1,237,991","83,483","57,515",50.53%,0.84%,597,4.94,7.09%,41.49%,-2.12%,"598,104","-136,721",-18.61%,European Union (EU),Active,2007-01-01,year,,11-50,,,,,,
Cloudron UG,https://www.crunchbase.com/organization/cloudron,,"Cloud Management, Private Cloud",https://cloudron.io/,"Berlin, Berlin, Germany",Cloudron is a self-hosting platform to effortlesslly run apps on your server,"352,343","77,664","52,380",42.61%,-31.18%,351,2.17,2.04%,56.04%,-12.93%,"647,960","-145,297",-18.32%,European Union (EU),Active,2015-10-01,day,2,1-10,"Girish Ramakrishnan, Johannes Zellner",,,,,
Bizzdesign,https://www.crunchbase.com/organization/bizzdesign,,"B2B, Cloud Management, Collaboration, Compliance, Innovation Management, IT Management, Risk Management, Software",http://www.bizzdesign.com/,"Enschede, Overijssel, The Netherlands","Bizzdesign offers complete and integrated EA solutions to design and improve organizations: effective, proven and focused on results.","189,753","73,451","220,833.33",122.34%,-17.7%,479,2.08,-30.76%,57.79%,11.24%,"671,765","-421,446",-38.55%,European Union (EU),Active,2000-01-01,year,1,101-250,Henry Franken,,,,,
Aqua Platform,https://www.crunchbase.com/organization/aqua-platform,"Aqua Platform specialises in next-generation cloud-based ad server hosting, systems, and technology. They provide ""Managed application hosting."" They handle all technical aspects; the customer only needs to log in to manage their advertising campaigns.","Cloud Data Services, Cloud Management, Information Technology, Web Hosting",https://www.aquaplatform.com,"Groningen, Groningen, The Netherlands","Aqua Platform specialises in next-generation cloud-based ad server hosting, systems, and technology.","823,117","72,907","55,291",33.35%,550%,52,1.08,-0.89%,96.19%,6.15%,"654,477","-87,210",-11.76%,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
Seeburger,https://www.crunchbase.com/organization/seeburger-inc,"Seeburger provides businesses with business integration solutions and services. It offers its services to financial services, automotive, and healthcare and life sciences industries, and more. Seeburger offers EAI, a solution that is able to connect applications and cloud services in real time. It offers MFT, a file transfer solution and Secure Proxy, a network and DMZ protection solution. It also offers cloud and SAP solutions. Seeburger was founded by Bernd Seeburger in 1986. It is based in Bretten, Germany and has offices in Europe, Asia Pacific, and North America.","B2B, Cloud Infrastructure, Cloud Management, Data Integration, Enterprise Software, Information Technology, Security",http://www.seeburger.com,"Bretten, Baden-Wurttemberg, Germany","SEEBURGER, maker of the Business Integration Suite, provides the best EDI/B2B/EAI Solutions for SAP users. On premise - Hybrid - Cloud","168,528","58,791","36,103.5",156.38%,-65.63%,66,1.34,-8.76%,80.53%,0.16%,"753,533","-535,864",-41.56%,European Union (EU),Active,1986-01-01,year,1,501-1000,Bernd Seeburger,,,5280600,USD,5280600
Stackscale,https://www.crunchbase.com/organization/stackscale,"We are an IaaS and Private Cloud company based in Spain and The Netherlands. Our team has more than 15 years of experience in the web hosting industry and our products are carefully designed to meet the needs of medium to big consumers of computing resources, as well as all kinds of IT integrators. At Stackscale, we aim to join the best of the current state-of-the-art hardware and software and deliver it at a fair price, passing on to our customers the savings that can be achieved by using those technologies. We strongly believe in automation, open source software and a friendly, highly skilled and efficient customer support, which jointly are the ways to deliver a great product with a very competitive price. We work together with our clients to find the perfect hosting solution for their projects, so that we can grow together. So, if you are looking for an exclusive, made-to-measure cloud solution for your company... Let's talk!","Cloud Computing, Cloud Infrastructure, Cloud Management, Flash Storage, IaaS, Private Cloud, Software, Web Hosting",https://www.stackscale.com,"Madrid, Madrid, Spain",We are a IaaS and Private Cloud company based in Spain and The Netherlands.,"587,408","58,444","77,879.67",1.36%,-18.82%,276,1.22,6.2%,90.38%,4.53%,"783,243","20,239",2.65%,European Union (EU),Active,2012-09-18,day,3,11-50,"David Carrero Fernandez-Baillo, David Sanchez, Javier Primo",,,,,
