Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Red Hat Ansible,https://www.crunchbase.com/organization/ansible,"Ansible is an automation engine that makes systems and applications simple to deploy. It does not require custom scripting or custom code, and it uses an automation language that is easy for anyone to understand and learn. The company also provides enterprise-ready commercial offerings that help teams manage complex multi-tier deployments by adding control, knowledge, and delegation to Ansible-powered environments. Ansible can be used by anyone, including sysadmins, developers, and IT managers. It was launched in 2013 by Michael DeHaan, Said Ziouani, Timothy Gerla, and is based in Santa Barbara, C.A.","Cloud Computing, Enterprise Applications, Enterprise Software, Internet, Software",http://ansible.com,"Santa Barbara, California, United States",Red Hat Ansible is an automation engine that makes systems and applications simple to deploy.,"46,781","2,671,136","3,565,922",-15.65%,69.52%,890,1.9,6.97%,61.81%,-9.46%,"50,636","10,088",24.88%,"West Coast, Western US",Active,2013-01-01,year,3,5001-10000,"Michael DeHaan, Saïd Ziouani, Timothy Gerla",,,,,
Zype,https://www.crunchbase.com/organization/zype,"Zype provides the infrastructure for digital video with a cloud-based platform to manage and distribute enterprise-grade video across the web, mobile, TV, and social media. Offering both developer-friendly tools such as customizable APIs as well as turnkey solutions for OTT apps and linear/FAST channels, Zype’s SaaS solutions enable video creators or distributors to quickly build, launch and manage superior video products at scale.","Cloud Computing, Digital Media, Mobile Advertising, Video, Video Streaming",http://www.zype.com,"New York, New York, United States",Zype provides the infrastructure for digital video with a cloud-based platform to manage and distribute enterprise-grade video.,"9,401","2,545,802","5,120,769.33",22.3%,108.41%,446,2.5,-48.6%,51.24%,120.29%,"52,459","-4,319",-7.61%,"Greater New York Area, East Coast, Northeastern US",Active,2013-01-01,year,2,11-50,"Chris Bassolino, Ed Laczynski",6,,238032,USD,238032
CircleCI,https://www.crunchbase.com/organization/circle-ci,"CircleCI’s continuous integration and delivery platform that helps software teams rapidly release code with confidence by automating the build, test, and deploy process. It lets teams ramp quickly, scale easily, and build confidently every day. Velocity is critical for software teams in today's competitive landscape, but maintaining speed can be difficult as apps and systems grow larger and more complex. CircleCI enables developers to detect and fix bugs before they even reach customers. Thousands of leading companies including Facebook, Kickstarter, Shyp, and Spotify rely on CircleCI to accelerate the delivery of their code and enable developers to focus on creating business value fast. CircleCI is a Bay Area Best Places to Work 2018 award winner from the San Francisco Business Times and Silicon Valley Business Journal. Founded in 2011 and headquartered in beautiful downtown San Francisco with a global remote workforce, CircleCI is venture-backed by Scale Venture Partners, DFJ, Baseline Ventures, and Harrison Metal Capital.","Cloud Computing, Developer Tools, Information Technology, PaaS, Productivity Tools, SaaS, Software",https://circleci.com,"San Francisco, California, United States",CircleCI is a continuous integration and delivery platform that automates development workflows and IT operations.,"14,937","2,234,549","2,424,478.17",-7.49%,3.69%,"1,012",2.64,6.23%,56.41%,2.9%,"58,055","7,325",14.44%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,2,501-1000,"Allen Rohner, Paul Biggar",,,,,
RIDERS,https://www.crunchbase.com/organization/riders,"RIDERS is a community united by a shared passion for extreme sports. It’s an App that connects Riders everywhere, giving them access to the world’s largest BMX, Skate, MTB, Wakeboard, Snowboard, Longboard and Ski tricks database containing detailed videos and step-by-step instructions from the pros. Riders can learn new tricks or simply upgrade their game, find spots, share videos and rate other Riders’ skills.  Beginners to pros, it allows users to share, socialize and compete with fellow Riders. Users can discuss stunts, create video feeds, rate and leave comments for other Riders. Riders is also an instrument for companies looking for new Pro Riders to endorse, and Pro Riders looking to show off their skills to potential sponsors.","Apps, Cloud Computing, Developer Tools, Internet, Mobile, Sports",https://riders.co,"Miami, Florida, United States",RIDERS is a community united by a shared passion for extreme sports.,"109,588","2,033,725","372,202.17","4,252.17%","1,300%",490,1.15,8.37%,86.6%,-9.49%,"64,148","-815,524",-92.71%,"Greater Miami Area, East Coast, Southern US",Active,2011-10-01,day,2,11-50,"Anatoly Chernyakov, Igor Debatur",1,,,,
Leadpages,https://www.crunchbase.com/organization/leadpages,"Leadpages provides HTML5 templates for contact pages, webinar pages, sales lead and other types of landing pages that customers use to improve leads and get better conversions. The service runs on Google App Engine and uses technology such as Big Table to analyze the landing page data. Unlike competitors that use  WYSIWYG (What You See Is What You Get), Leadpages does not have to translate into HTML. Instead the HTML pages are already made, which allows for the data to be decoupled and analyzed in the Google cloud stack. The pages are optimized for any mobile device.","Cloud Computing, Mobile, Software, Web Apps",https://www.leadpages.com,"Minneapolis, Minnesota, United States","Leadpages is a tool that lets you create launch pages, sales pages, pop ups, and other conversion pages.","14,817","1,864,523","1,568,512.17",124.87%,3.84%,838,4.52,11.11%,33.32%,-12.25%,"68,596","-53,062",-43.62%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,2012-11-01,day,2,101-250,"Clay Collins, Tracy Simmons",,,,,
WeVideo,https://www.crunchbase.com/organization/wevideo,"WeVideo is a unique cloud-based collaborative video editing service that helps people from all over the world simply create and share great-looking videos. The WeVideo editor is easy enough for first-time editors, and sophisticated enough to help anyone create a professional-looking video. WeVideo works through any browser and as an integrated video editor within YouTube and Google Drive. The company's headquarters are in Palo Alto, California and its services are based on technologies that originated in Scandinavia. WeVideo is a cloud-based solution with no software to download or install. All video editing takes place in a browser on your smartphone. Video clips can be uploaded from any device to your own personal media library in the cloud and combined with titles, transitions, effects, animation, music, and narration for professional-looking results. Users have full creative control over the final product compared to other automated solutions. The WeVideo platform uniquely enables social video creation by providing a collaborative online environment for video content aggregation and/or joint editing of the video story. All data uploaded to the system is safe from intrusion via highly encrypted password access, allowing you to control who is part of your video editing community. Finished videos can be shared on the WeVideo platform or published in Internet or HD broadcast quality to your favorite video-sharing site, social networking profile, blog, or other destination.","Cloud Computing, Collaboration, Enterprise Software, Music, Software, Video, Video Editing",http://www.wevideo.com,"Menlo Park, California, United States","WeVideo is a powerful, yet easy-to-use, cloud-based collaborative video creation platform.","106,699","1,549,353","1,591,231.17",89.19%,17.89%,547,2.11,8.21%,53.72%,-4.84%,"79,063","-43,721",-35.61%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-01-01,year,3,11-50,"Bjørn Rustberggaard, Jostein Svendsen, Roger Larsen",4,"59,117",,,
Kissflow,https://www.crunchbase.com/organization/kissflow,"Kissflow’s suite of no-code & low-code work management products are used by 10,000+ customers across 160 countries to create a digital workplace where work gets done seamlessly. Kissflow’s customers include more than 50 Fortune 500 companies. G2 Crowd named Kissflow as a leader in the BPM and Workflow category, with a customer satisfaction score of 4.3 out of 5, the highest in the category.","Business Information Systems, Cloud Computing, Collaboration, Enterprise Software, Procurement, Project Management, SaaS, Small and Medium Businesses, Software",https://kissflow.com,"Wilmington, Delaware, United States",Kissflow is a leading SaaS software provider in the work management space.,"70,534","1,288,531","1,027,476.33",78.74%,-3.39%,941,2.15,11.97%,71.53%,2.6%,"89,856","-37,043",-29.19%,"Greater Philadelphia Area, East Coast, Southern US",Active,2012-01-01,year,1,251-500,Suresh Sambandam,2,624,,,
Stackify,https://www.crunchbase.com/organization/stackify,"ACQUIRED BY NETREO APRIL 2021 Stackify offers software developers with solutions to monitor and manage their applications’ performance. It also provides a cloud-based solution that provides insights about the application’s performance. Stackify takes a payment from its customers for the services and solutions it provide. Stackify was founded by Matt Watson in January 2015 and is based in Leawood, Kansas.","Cloud Computing, Developer Tools, Enterprise Software, Information Technology, SaaS, Software",http://stackify.com,"Huntington Beach, California, United States",Stackify integrates application performance management with error and log management.,"49,258","1,282,134","1,455,933.5",-10.89%,-25.44%,378,1.32,-0.01%,80.94%,-4.77%,"88,368","12,943",17.16%,"Greater Los Angeles Area, West Coast, Western US",Closed,2012-01-15,day,1,11-50,Matt Watson,,,,,
Bitnami,https://www.crunchbase.com/organization/bitnami,"Bitnami is a library of popular server applications and development environments that can be installed with one click, either in your laptop, in a virtual machine or hosted in the cloud. They take care of compiling and configuring the applications and all of their dependencies (third-party libraries, language runtimes, databases) so they work out-of-the-box. The resulting packaged software (a 'stack') is then made available as native installers, virtual machines and cloud images. These Bitnami application packages provide a consistent, secure and optimized end-user experience when deploying any app, on any platform. Bitnami-packaged applications are deployed over a million times per month and Bitnami drove over 235 million hours of compute usage in 2015. Bitnami is the leading supplier of applications to the major cloud marketplaces: Amazon, Google, Oracle, Microsoft and VMware, among others.","Blogging Platforms, Cloud Computing, Content, Open Source, Software, Web Hosting",https://bitnami.com,"San Francisco, California, United States","Bitnami makes it easy to run your favorite web applications natively, virtually and in the cloud.","159,105","1,265,902","1,204,914",18.6%,20.44%,601,1.86,5.35%,70.22%,-3.6%,"92,087","-9,124",-9.01%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,2,51-100,"Daniel Lopez, Erica Brescia",,,248341,USD,248341
Vetter Software,https://www.crunchbase.com/organization/vetter-software,Vetter Software offers cloud-based practice management software for veterinarians.  Our mission is to help coordinate and improve the health of the world’s pets.,"Cloud Computing, Health Care, Information Technology, SaaS, Software, Veterinary",http://www.vettersoftware.com,"Redwood City, California, United States",Vetter Software is the leading cloud-based veterinary healthcare company. Cloud veterinary practice management.,"65,004","1,245,532","1,132,307.67",12.87%,-34.11%,"1,051",5.2,1.38%,26.14%,-25.91%,"90,319","-2,467",-2.66%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-09-11,day,1,11-50,Sagi Solomon,,,,,
CommunityForce,https://www.crunchbase.com/organization/communityforce,"CommunityForce is a global technology company that offers a full range of service modules to manage every aspect of business operations for philanthropic organizations, educational institutions, associations and other non-profit organizations. CommunityForce’s solutions offer the next generation of data capture and business intelligence in a fully automated platform to reduce cost and improve efficiency.","Cloud Computing, Document Management, Enterprise Software, Non Profit, Software",http://communityforce.com,"Ashburn, Virginia, United States",CommunityForce offers a range of service modules to manage various aspects of business operations.,"76,170","959,046","430,035.5",73.13%,-47.9%,87,1.66,-13.12%,76.49%,1.07%,"109,355","-44,331",-28.85%,"Washington DC Metro Area, East Coast, Southern US",Active,2012-01-01,year,1,11-50,Anwer Sheikh,,,215007,USD,215007
Talkdesk,https://www.crunchbase.com/organization/talkdesk,"Talkdesk offers an enterprise contact center platform that allows companies to make the customer experience a competitive advantage. With its performance and consumer-like ease of use, Talkdesk easily adapts to the evolving needs of sales and support teams and their end-customers, resulting in increased customer satisfaction, productivity, and cost savings. Over 1,400 innovative enterprises around the world, including IBM, Acxiom, and Zumiez rely on Talkdesk to power their customer interactions. The San Francisco, California-based company was formed by Cristina Fonseca and Tiago Paiva in 2011.","Cloud Computing, CRM, Customer Service, SaaS",http://talkdesk.com,"San Francisco, California, United States",Talkdesk offers an enterprise contact center platform that allows companies to make the customer experience a competitive advantage.,"27,427","894,715","433,800.17",22.92%,-28.67%,316,1.24,-20.72%,90.33%,8.66%,"115,159","-10,877",-8.63%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,3,1001-5000,"Cristina Fonseca, Ricardo Felix, Tiago Paiva",,,14446567,USD,14446567
FMX,https://www.crunchbase.com/organization/fmx,"Facilities Management eXpress (FMX) was formed out of a need for facilities managers to more effectively do their job. Early in 2012, two of their founders, both engineers, were conducting an energy conservation project for a local school district. The district needed a way to easily manage its facilities remotely while maximizing energy savings. Their founders began searching for software capable of scheduling preventive maintenance to ensure energy savings, streamlining event scheduling to minimize the running time of HVAC systems, and tracking and responding to heating/cooling complaints to meet the needs of the school staff. Many of the software solutions they explored were feature rich but way too complicated. This unmet need for an easy-to-use but functional system inspired their founders to create a solution of their own. After developing the first version of a tool to enhance the energy project, they realized the benefits that such a solution could provide to a wider customer base—and FMX was born! The FMX team continues to extend the FMX experience to customers to provide a simple solution for solving real-world facilities management challenges.","Cloud Computing, Information Technology, Software",https://www.gofmx.com/,"Columbus, Ohio, United States","FMX enables facilities managers to more efficiently and effectively track work orders, schedule resources, and plan maintenance. ","26,119","844,181","832,915.5",37.74%,2.29%,"1,028",5.76,49.15%,53.43%,19.02%,"120,056","-23,524",-16.38%,"Great Lakes, Midwestern US",Active,2012-01-01,year,3,11-50,"Brian Gregory, Mitch Galehouse, Todd Mace",,,473517,USD,473517
Canary,https://www.crunchbase.com/organization/canary,"Canary is a Consumer IoT SaaS business and an IoT category leader with IoT users in over 180 countries. The company's mission is to enhance consumers' lives by making modern technologies useful, easy, affordable and safe - IoT for everyone. The company offers DIY smart home security and monitoring SaaS subscription bundles that include 24/7 watch live video, AI driven motion alerts, video history and many more advanced features. All bundles also include FREE device from the company's award-winning designed HD wi-fi enabled cameras, for indoor & outdoor, both battery powered & wired. The subscribers can choose depending on their individual needs a subscription with a basic camera or an all-in-one device with sensors such as air quality monitoring and a siren. The subscription plans are available as prepaid or auto-renewed monthly, 1 & 2 year plans. Founded in 2012, the company was acquired by its peer Smartfrog in 2018. The two businesses were then merged into Smartfrog & Canary Holdings, headquartered in NYC. The group's full-stack platform and value chain is end-to-end controlled and protected by over 100 patents. The platform enables data-driven businesses, offering SaaS solutions across product areas, supporting people from infancy to seniority, accompanying them through their whole life. Starting with Smart Home Security, the business is gradually scaling to new verticals such as Smart Locks & Access, Last Mile In-Home Delivery, Baby & Child Care, Pet Care, Elder- and Healthcare. The group grows both organically and through mergers and acquisitions.","Cloud Computing, Consumer, Consumer Applications, Elder Care, Elderly, Internet, Internet of Things, SaaS, Software",http://canary.is,"New York, New York, United States",Canary is a NYC-based subsidiary of Smartfrog Group the original consumer IoT SaaS pioneer with IoT users in over 180 countries.,"1,128","771,083","1,081,908.5",16.02%,3.09%,"1,803",1.79,4.23%,66.79%,-4.8%,"133,425","-9,582",-6.7%,"Greater New York Area, East Coast, Northeastern US",Active,2012-01-01,year,3,101-250,"Adam Sager, Chris Rill, Jon Troutman",2,,1964353,USD,1964353
NuPark,https://www.crunchbase.com/organization/nupark,The NuPark technology platform creates a virtual permit via License Plate Recognition (LPR) technology. Their SaaS revolutionizes the everyday management of parking operations. The solution is a modern cloud application and e-commerce solution designed for permit management and parking enforcement.,"Cloud Computing, Event Management, SaaS",http://www.nupark.com/,"Cedar Park, Texas, United States",NuPark provides an enterprise system of record for parking operations.,"54,977","769,762","549,041.33",-20.97%,5.3%,338,1.83,-16.73%,58.7%,10.46%,"133,221","25,117",23.23%,Southern US,Active,2012-01-01,year,2,11-50,"Kevin Uhlenhaker, Stephen Lambert",,,,,
Workato,https://www.crunchbase.com/organization/workato,"Workato is an intelligent automation platform designed to automate work in businesses. It enables business and IT to integrate their apps and automate complex business workflows with security and governance. It helps businesses create powerful, business-critical integrations between cloud apps in minutes.  Founded on 2013, Workato is trusted by top brands as well as its growing innovators. It is headquartered in Mountain View, California.","Cloud Computing, Data Integration, Marketing Automation, SaaS, Sales Automation",http://www.workato.com,"Mountain View, California, United States",Workato is an enterprise automation platform that helps organizations work faster and smarter without compromising governance and security.,"16,601","766,827","441,203.17",90.83%,18.28%,"1,171",3,17.77%,49.2%,-4.45%,"128,878","-64,153",-33.23%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,5,501-1000,"Alexey Timanovskiy, Dimitris Kogias, Gautham Viswanathan, Harish Shetty, Vijay Tella",1,,48812,USD,48812
Qwiklabs,https://www.crunchbase.com/organization/qwiklabs,"Qwiklabs provides virtual lab learning environments that help developers and IT professionals get hands-on experience working with AWS. Learners can experience qwikLABS virtual labs through AWS-authorized instructor-led training courses or through the extensive catalog of self-paced labs available at qwiklabs.com. The Real Deal Leave the frustrating limitations of simulations and get direct access to actual AWS environments configured for real-world training scenarios. Authoritative Material Experience the complete set of AWS-authorized training lab materials created by the world’s most knowledgeable AWS insiders. Fresh and Hot Access a continuous stream of new labs and lab updates so learners are always up-to-date with the latest AWS innovations. Flexible Pricing Fill knowledge gaps with à la carte access to specific labs or purchase an all-you-can-learn subscription to an ever-expanding library of AWS know-how. Enterprise-wide pricing and detailed usage reporting also available. Quests & Badges Earn valuable tech cred by completing multi-lab quests that offer deep exposure to all aspects of hot topics such as AWS Certification Exam Prep, Serverless Design with Lambda, Advanced Operations with Redshift, and more.","Cloud Computing, Information Technology, Software",https://qwiklabs.com,"Carlisle, Massachusetts, United States",Qwiklabs provides lab learning environments that help devs and IT pros get hands-on experience with leading cloud platforms and software.,"150,894","654,480","592,558.33",27.73%,-9.98%,"1,182",3.36,2.23%,53.33%,1.29%,"149,857","-22,465",-13.04%,"Greater Boston Area, East Coast, New England",Active,2012-02-01,month,3,11-50,"Enis Konuk, Jitesh Shetty, Nidhi Aggarwal",,,,,
Parse,https://www.crunchbase.com/organization/parse,"Parse offers cloud-based software developer kits that enable users to create apps for desktop, mobile, and embedded devices. Its product portfolio is comprised of Parse Core to save data in the cloud; make the app social; run custom app code in the Parse Cloud; schedule recurring tasks such as sending engagement emails, updating data, and long running computation; share data between platforms; and get a local datastore and Parse dashboard. The company also provides Parse Push for creating, scheduling, and segmenting push notifications; and Parse Analytics to find and fix crashes, measure app usage, optimize push campaigns, track custom analytics, and measure growth analytics. Parse is based in San Francisco, California. Currently, it operates as a subsidiary of Facebook.","Android, Cloud Computing, Enterprise Software, iOS, Mobile, PaaS, Software",http://parse.com,"Menlo Park, California, United States","Parse offers cloud-based software developer kits that enable users to create apps for desktop, mobile, and embedded devices.","163,205","648,266","826,485.33",99.91%,106.1%,"3,685",6,109.54%,19.27%,-61.02%,"150,927","-86,662",-36.48%,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2011-06-01,day,4,11-50,"Ilya Sukhar, James Yu, Kevin Lacker, Tikhon Bernstam",,,,,
